country,region,year,industry,gas_type,emissions_mt
United Kingdom,Europe,2009,Waste,N2O,1.759
Japan,Asia,2016,Agriculture,Sf6,0.409
United Kingdom,Europe,2000,Transport,Sf6,1.214
France,Europe,2023,Buildings,,7.128
Australia,Oceania,2022,Manufacturing,Ch4,5.337
Indonesia,Asia,2005,Industrial Processes,N2O,0.954
India,Asia,2012,Land Use,N2O,59.832
Germany,Europe,2020,Transport,N2O,9.54
South Korea,Asia,2019,Waste,Sf6,0.239
Australia,Oceania,2018,Agriculture,N2O,23.088
China,Asia,2022,Manufacturing,Ch4,123.526
South Africa,Africa,2018,Agriculture,Co2,7.674
United States,North America,2015,Waste,N2O,27.439
Brazil,South America,2023,Transport,Ch4,7.413
United States,North America,2018,Industrial Processes,Sf6,7.197
Brazil,South America,2008,Buildings,Co2,5.62
Russia,Europe,2023,Transport,Ch4,13.954
Australia,Oceania,2004,Transport,Ch4,4.474
France,Europe,2021,Industrial Processes,Ch4,0.149
Germany,Europe,2003,Energy,Ch4,44.403
South Africa,Africa,2009,Land Use,Ch4,1.955
Canada,North America,2007,Industrial Processes,Ch4,0.697
Indonesia,Asia,2019,Waste,Hfcs,0.606
China,Asia,2022,Agriculture,Co2,123.526
Germany,Europe,2004,Transport,Ch4,7.215
Japan,Asia,2003,Manufacturing,Sf6,13.366
Indonesia,Asia,2000,Transport,Co2,79.952
Australia,Oceania,2019,Manufacturing,Sf6,2.604
Brazil,South America,2003,Manufacturing,Hfcs,6.919
France,Europe,2009,Buildings,Ch4,9.286
Indonesia,Asia,2002,Agriculture,Sf6,1.398
France,Europe,2010,Agriculture,Sf6,0.655
China,Asia,2014,Buildings,Sf6,14.149
Germany,Europe,2002,Agriculture,N2O,21.152
United States,North America,2007,Buildings,Co2,123.526
Mexico,North America,2017,Manufacturing,Co2,53.669
,Asia,2007,Land Use,Co2,7.128
United States,North America,2018,Industrial Processes,Ch4,2.326
Brazil,South America,2006,Transport,Sf6,1.27
India,Asia,2003,Agriculture,N2O,123.526
France,Europe,2015,Industrial Processes,Ch4,0.168
Germany,Europe,2020,Waste,Hfcs,0.204
Germany,Europe,2011,Manufacturing,Hfcs,12.674
Brazil,South America,2022,Transport,Ch4,7.986
Russia,Europe,2022,Buildings,Hfcs,19.305
United States,North America,2001,Transport,Hfcs,63.863
Canada,North America,2015,Waste,N2O,4.985
Indonesia,Asia,2015,Agriculture,Ch4,110.531
South Africa,Africa,2004,Land Use,Ch4,1.84
South Korea,Asia,2017,Buildings,Hfcs,12.382
United Kingdom,Europe,2005,Agriculture,N2O,11.423
Germany,Europe,2005,Manufacturing,Sf6,7.801
Australia,Oceania,2002,Energy,Ch4,41.79
China,Asia,2002,Agriculture,Co2,101.577
India,Asia,2001,Waste,N2O,39.101
France,Europe,2022,Buildings,Co2,29.141
Mexico,North America,2011,Transport,Sf6,1.347
Canada,North America,2013,Industrial Processes,Sf6,2.144
Indonesia,Asia,2004,Energy,Co2,123.526
United Kingdom,Europe,2023,Agriculture,Co2,2.614
South Africa,Africa,2009,Transport,N2O,5.456
Mexico,North America,2003,Buildings,Co2,27.711
Mexico,North America,2000,Industrial Processes,Ch4,0.239
Russia,Europe,2001,Transport,Co2,123.526
United Kingdom,Europe,2002,Energy,Ch4,22.131
South Korea,Asia,2012,Waste,Co2,4.401
Brazil,South America,2003,Energy,Sf6,3.308
India,Asia,2010,Buildings,Ch4,62.076
France,Europe,2011,Manufacturing,Sf6,0.922
United Kingdom,Europe,2018,Agriculture,Hfcs,1.177
China,Asia,2015,Waste,N2O,123.526
,North America,2019,Land Use,Hfcs,7.128
Canada,North America,2020,Waste,Co2,4.682
Indonesia,Asia,2018,Energy,Hfcs,13.997
Germany,Europe,2023,Transport,Co2,86.762
,Africa,2013,Agriculture,N2O,7.128
China,Asia,2003,Transport,Hfcs,62.168
Indonesia,Asia,2002,Manufacturing,Sf6,3.168
United Kingdom,Europe,2012,,Hfcs,7.128
Germany,Europe,2008,Buildings,N2O,8.978
Canada,North America,2014,Manufacturing,Sf6,3.574
Canada,North America,2006,Industrial Processes,Co2,6.634
India,Asia,2011,Industrial Processes,Hfcs,26.146
Mexico,North America,2013,Buildings,N2O,5.273
United States,North America,2005,Waste,Ch4,105.794
Indonesia,Asia,2004,Waste,Sf6,0.449
South Africa,Africa,2017,Manufacturing,Co2,46.091
Japan,Asia,2012,Land Use,Sf6,0.1
Germany,Europe,2010,Transport,N2O,12.279
South Africa,Africa,2011,Manufacturing,Co2,47.594
Australia,Oceania,2011,Waste,N2O,3.863
United States,North America,2003,Manufacturing,Ch4,66.737
Brazil,South America,2022,Agriculture,Hfcs,12.207
United States,North America,2007,Land Use,Hfcs,4.144
Japan,Asia,2022,Manufacturing,Hfcs,21.81
Indonesia,Asia,2020,Industrial Processes,Co2,5.233
Australia,Oceania,2002,Transport,Hfcs,3.531
Canada,North America,2001,Industrial Processes,N2O,1.448
Brazil,South America,2021,Manufacturing,Co2,52.186
Russia,Europe,2011,Industrial Processes,Hfcs,5.087
South Korea,Asia,2001,Industrial Processes,Co2,6.174
China,Asia,2004,Buildings,Hfcs,123.526
France,Europe,2023,Buildings,Hfcs,6.792
Indonesia,Asia,2015,Industrial Processes,Ch4,0.534
Brazil,South America,2018,Land Use,Hfcs,9.661
Germany,Europe,2018,Transport,N2O,10.625
Brazil,South America,2021,Energy,Hfcs,6.269
Indonesia,Asia,2013,Buildings,Sf6,0.118
India,Asia,2001,Energy,Ch4,123.526
Japan,Asia,2004,Land Use,N2O,0.1
Japan,Asia,2002,Agriculture,Ch4,23.938
South Korea,Asia,2008,Industrial Processes,Sf6,2.363
Brazil,South America,2002,Waste,Sf6,0.371
South Africa,Africa,2008,Industrial Processes,Co2,2.375
Brazil,South America,2011,Waste,Ch4,22.15
Indonesia,Asia,2000,Agriculture,Hfcs,5.415
United Kingdom,Europe,2017,Manufacturing,Ch4,4.704
United States,North America,2007,Agriculture,Ch4,123.526
Russia,Europe,2007,Manufacturing,Ch4,36.177
Russia,Europe,2011,Industrial Processes,Sf6,2.977
Australia,Oceania,2017,Agriculture,N2O,24.596
France,Europe,2017,Buildings,N2O,5.651
Mexico,North America,2015,Energy,Ch4,31.669
Canada,North America,2017,Agriculture,Ch4,37.557
Canada,North America,2020,Manufacturing,Hfcs,6.213
United States,North America,2002,Agriculture,Ch4,123.526
Australia,Oceania,2014,Buildings,Ch4,5.476
South Korea,Asia,2019,Buildings,Sf6,0.931
Germany,Europe,2023,Energy,Hfcs,4.342
South Africa,Africa,2023,Manufacturing,Ch4,7.952
United States,North America,2022,Land Use,Sf6,0.998
Canada,North America,2014,Energy,N2O,11.532
Australia,Oceania,2009,Transport,Hfcs,3.444
France,Europe,2012,Industrial Processes,Hfcs,0.795
Germany,Europe,2012,Energy,N2O,9.676
Brazil,South America,2001,Land Use,Ch4,45.175
Indonesia,Asia,2006,Industrial Processes,Hfcs,2.183
Australia,Oceania,2019,Industrial Processes,Ch4,0.538
Mexico,North America,2006,Buildings,Sf6,0.488
France,Europe,2018,Industrial Processes,Sf6,0.487
Germany,Europe,2016,Transport,Co2,96.237
South Korea,Asia,2023,Manufacturing,Co2,123.526
Germany,Europe,2002,Energy,Sf6,4.972
South Africa,Africa,2008,Waste,N2O,4.197
Australia,Oceania,2015,Land Use,N2O,5.551
France,Europe,2004,Manufacturing,Sf6,0.929
South Korea,Asia,2004,Agriculture,Co2,3.341
Indonesia,Asia,2005,Land Use,Sf6,1.781
Russia,Europe,2005,Land Use,Hfcs,1.523
Russia,Europe,2010,Buildings,Hfcs,18.476
United States,North America,2018,Agriculture,Co2,42.719
Australia,Oceania,2017,Buildings,Ch4,5.467
Japan,Asia,2006,Transport,Hfcs,8.693
Indonesia,Asia,2008,Transport,Co2,87.031
Russia,Europe,2010,Waste,Hfcs,0.57
United States,North America,2013,Buildings,Sf6,6.713
United States,North America,2021,Transport,Ch4,72.564
Germany,Europe,2000,Land Use,Ch4,1.519
Russia,Europe,2022,Land Use,Ch4,6.97
South Africa,Africa,2010,Agriculture,Ch4,39.369
France,Europe,2017,Agriculture,Sf6,0.54
United Kingdom,Europe,2013,Transport,Ch4,4.205
United States,North America,2018,Industrial Processes,N2O,5.163
India,Asia,2019,Manufacturing,Ch4,123.526
United States,North America,2022,Transport,Hfcs,57.205
Germany,Europe,2016,Land Use,N2O,2.164
France,Europe,2006,Transport,Ch4,5.461
Brazil,South America,2021,Buildings,N2O,1.104
Russia,Europe,2013,Industrial Processes,Co2,8.502
United Kingdom,Europe,2006,Transport,Ch4,4.204
China,Asia,2003,Buildings,N2O,89.95
United Kingdom,Europe,2014,Land Use,Ch4,0.611
Canada,North America,2006,Land Use,N2O,4.882
United Kingdom,Europe,2005,Transport,Hfcs,4.444
Mexico,North America,2002,Energy,Hfcs,4.69
United States,North America,2003,Industrial Processes,N2O,6.173
United States,North America,2019,Industrial Processes,Ch4,2.661
China,Asia,2012,Manufacturing,N2O,123.526
Canada,North America,2000,Land Use,Ch4,3.028
China,Asia,2021,Land Use,Co2,123.526
Russia,Europe,2011,Industrial Processes,N2O,1.899
Australia,Oceania,2011,Buildings,Sf6,0.337
Canada,North America,2023,Industrial Processes,Hfcs,3.114
China,Asia,2018,Energy,Ch4,123.526
China,Asia,2022,Transport,Ch4,123.526
South Africa,Africa,2013,Transport,Hfcs,2.561
France,Europe,2002,Buildings,Sf6,0.739
Indonesia,Asia,2014,Energy,Ch4,80.717
South Korea,Asia,2016,Waste,N2O,4.121
South Korea,Asia,2010,Buildings,N2O,7.409
Mexico,North America,2004,Transport,Ch4,5.673
United Kingdom,Europe,2008,Energy,N2O,5.231
China,Asia,2007,Land Use,Sf6,5.547
Mexico,North America,2013,Transport,Sf6,1.244
France,Europe,2007,Buildings,Hfcs,9.33
Germany,Europe,2009,Energy,Sf6,3.526
Brazil,South America,2002,Agriculture,Co2,25.952
Brazil,South America,2009,Transport,Sf6,1.229
,Asia,2016,,N2O,7.128
Russia,Europe,2006,Transport,Sf6,2.899
India,Asia,2001,Industrial Processes,Ch4,3.887
France,Europe,2005,Land Use,Co2,1.605
Germany,Europe,2003,Transport,Hfcs,6.109
France,Europe,2023,Manufacturing,Hfcs,1.332
China,Asia,2008,Manufacturing,Ch4,123.526
France,Europe,2023,Manufacturing,Sf6,0.747
Indonesia,Asia,2016,Manufacturing,N2O,9.661
United Kingdom,Europe,2011,Industrial Processes,Ch4,0.161
Russia,Europe,2002,Waste,Co2,12.819
Germany,Europe,2019,Buildings,Co2,48.395
Brazil,South America,2019,Agriculture,Ch4,123.526
Australia,Oceania,2023,Energy,Hfcs,6.316
Russia,Europe,2016,Industrial Processes,Hfcs,4.447
Mexico,North America,2019,Manufacturing,Hfcs,7.517
China,Asia,2007,Waste,N2O,115.079
France,Europe,2011,Industrial Processes,N2O,0.33
China,Asia,2008,Waste,Hfcs,6.706
Brazil,South America,2003,Industrial Processes,Hfcs,2.225
Mexico,North America,2007,Manufacturing,Hfcs,7.507
Canada,North America,2013,Energy,Hfcs,7.542
South Africa,Africa,2009,Waste,Ch4,14.136
Germany,Europe,2016,Energy,N2O,8.76
South Korea,Asia,2014,Buildings,Hfcs,10.352
Mexico,North America,2004,Manufacturing,Hfcs,7.037
Canada,North America,2003,Manufacturing,Co2,46.693
Indonesia,Asia,2007,Land Use,Ch4,41.926
United Kingdom,Europe,2020,Energy,Ch4,13.624
Indonesia,Asia,2008,Agriculture,Ch4,102.508
United Kingdom,Europe,2004,Transport,N2O,11.014
United States,North America,2017,Waste,Ch4,86.792
Canada,North America,2021,Manufacturing,Sf6,3.626
Japan,Asia,2019,Agriculture,Co2,4.107
China,Asia,2001,Agriculture,N2O,123.526
United Kingdom,Europe,2001,Waste,Ch4,73.26
,South America,2012,Buildings,Hfcs,7.128
United States,North America,2012,Transport,Co2,123.526
Australia,Oceania,2022,Waste,Sf6,0.224
Mexico,North America,2002,Industrial Processes,Sf6,0.741
United States,North America,2018,Manufacturing,Co2,123.526
United States,North America,2015,Agriculture,Sf6,4.434
France,Europe,2005,Manufacturing,Hfcs,2.008
Germany,Europe,2014,,Co2,7.128
United States,North America,2016,Land Use,Co2,42.834
Indonesia,Asia,2017,Land Use,Co2,99.174
United States,North America,2023,Energy,Ch4,123.526
Japan,Asia,2006,Land Use,Sf6,0.1
Japan,Asia,2017,Waste,Sf6,0.292
South Africa,Africa,2012,Manufacturing,Ch4,7.339
Indonesia,Asia,2017,Transport,Co2,107.747
Australia,Oceania,2010,Energy,Co2,123.526
Indonesia,Asia,2005,Agriculture,Ch4,85.433
France,Europe,2011,Energy,Sf6,1.533
China,Asia,2004,Waste,Ch4,123.526
Japan,Asia,2018,Industrial Processes,Hfcs,2.327
Canada,North America,2011,Waste,Co2,6.062
South Africa,Africa,2000,Transport,Sf6,0.547
South Africa,Africa,2008,Land Use,Sf6,0.106
Brazil,South America,2020,Waste,N2O,6.558
United States,North America,2006,Land Use,Sf6,1.157
Indonesia,Asia,2019,Buildings,N2O,1.247
Germany,Europe,2001,Industrial Processes,Co2,6.938
China,Asia,2011,Transport,Ch4,123.526
China,Asia,2021,Energy,Sf6,123.526
Japan,Asia,2010,Energy,Ch4,91.657
Mexico,North America,2018,Waste,Sf6,0.277
France,Europe,2016,Manufacturing,N2O,1.613
India,Asia,2013,Energy,Co2,123.526
Russia,Europe,2005,Buildings,Hfcs,19.104
South Korea,Asia,2000,Agriculture,N2O,9.37
Germany,Europe,2023,Agriculture,Sf6,0.441
Canada,North America,2006,Agriculture,Sf6,0.733
Brazil,South America,2008,Agriculture,Sf6,2.742
India,Asia,2005,Land Use,Hfcs,5.248
Japan,Asia,2017,Industrial Processes,Hfcs,2.292
Indonesia,Asia,2003,Manufacturing,Co2,45.578
Japan,Asia,2006,Waste,N2O,5.869
Indonesia,Asia,2018,Industrial Processes,Ch4,0.648
France,Europe,2016,Transport,Sf6,0.925
Indonesia,Asia,2014,Land Use,Sf6,2.44
China,Asia,2019,Manufacturing,Ch4,123.526
South Korea,Asia,2018,Manufacturing,N2O,24.063
South Africa,Africa,2001,Industrial Processes,Sf6,0.697
Brazil,South America,2014,Energy,Sf6,3.38
Mexico,North America,2004,Manufacturing,Ch4,7.257
Australia,Oceania,2013,Buildings,N2O,3.37
South Africa,Africa,2009,Manufacturing,Ch4,6.352
France,Europe,2021,Land Use,Sf6,0.1
,Europe,2006,Manufacturing,Ch4,7.128
South Africa,Africa,2015,Land Use,N2O,3.533
Japan,Asia,2016,Buildings,N2O,9.208
Russia,Europe,2007,Buildings,Hfcs,18.424
Indonesia,Asia,2013,Industrial Processes,N2O,1.111
Canada,North America,2020,Energy,N2O,11.149
Mexico,North America,2010,Transport,N2O,12.34
Russia,Europe,2007,Industrial Processes,Sf6,2.887
France,Europe,2011,Transport,Sf6,1.008
United States,North America,2008,Transport,Sf6,14.457
South Africa,Africa,2010,Energy,N2O,11.681
South Africa,Africa,2011,Transport,Co2,51.942
France,Europe,2006,Buildings,Co2,40.638
Canada,North America,2020,Buildings,N2O,7.682
United States,North America,2022,Industrial Processes,Sf6,7.29
Indonesia,Asia,2020,Land Use,Hfcs,9.483
France,Europe,2003,Land Use,N2O,1.49
Japan,Asia,2016,Manufacturing,N2O,21.383
India,Asia,2005,Waste,Hfcs,2.492
Germany,Europe,2007,Agriculture,Ch4,32.826
United States,North America,2001,Industrial Processes,Ch4,2.894
Australia,Oceania,2004,Waste,Hfcs,0.198
South Africa,Africa,2010,Buildings,Ch4,2.929
Germany,Europe,2007,Agriculture,Sf6,0.634
China,Asia,2016,Transport,Sf6,28.088
Australia,Oceania,2015,Industrial Processes,Co2,4.515
Brazil,South America,2023,Land Use,Ch4,51.734
China,Asia,2021,Buildings,Ch4,123.526
Australia,Oceania,2011,,Co2,7.128
China,Asia,2004,Land Use,Ch4,99.537
South Korea,Asia,2015,Buildings,Ch4,11.72
Brazil,South America,2006,Waste,Ch4,24.016
India,Asia,2000,Buildings,N2O,32.936
Germany,Europe,2012,Agriculture,Ch4,29.246
Mexico,North America,2010,Energy,N2O,8.021
Australia,Oceania,2003,Manufacturing,Co2,30.741
South Korea,Asia,2007,Agriculture,N2O,10.235
France,Europe,2017,Manufacturing,Ch4,1.425
South Africa,Africa,2023,Buildings,Hfcs,2.845
Mexico,North America,2021,Waste,Hfcs,0.304
India,Asia,2021,Manufacturing,Co2,123.526
Germany,Europe,2007,Waste,Co2,5.689
Mexico,North America,2000,Industrial Processes,Hfcs,1.186
India,Asia,2017,Manufacturing,N2O,108.911
India,Asia,2012,Agriculture,Ch4,123.526
United States,North America,2003,Agriculture,Sf6,5.014
Brazil,South America,2007,Waste,Co2,7.971
United States,North America,2014,Waste,Ch4,98.418
Germany,Europe,2018,,Sf6,7.128
Brazil,South America,2006,Land Use,Sf6,2.413
United Kingdom,Europe,2006,Transport,,7.128
Canada,North America,2005,Land Use,Hfcs,0.539
Russia,Europe,2006,Manufacturing,Co2,123.526
Germany,Europe,2000,Manufacturing,Ch4,15.628
Mexico,North America,2023,Agriculture,Co2,7.937
Brazil,South America,2016,Manufacturing,Sf6,3.581
Russia,Europe,2023,Transport,Co2,123.526
Mexico,North America,2004,Industrial Processes,Hfcs,1.298
United Kingdom,Europe,2000,Buildings,N2O,7.515
Canada,North America,2017,Land Use,Ch4,2.737
Canada,North America,2001,Agriculture,Sf6,0.738
South Africa,Africa,2003,Manufacturing,Sf6,3.505
China,Asia,2011,Buildings,Sf6,13.226
United States,North America,2007,Manufacturing,N2O,67.018
India,Asia,2008,Manufacturing,Sf6,41.045
Japan,Asia,2020,Land Use,Co2,0.1
South Africa,Africa,2016,Agriculture,Sf6,0.75
Brazil,South America,2011,Land Use,Ch4,52.355
Canada,North America,2016,Buildings,N2O,8.954
United Kingdom,Europe,2016,Waste,Sf6,0.1
Indonesia,Asia,2019,Transport,N2O,14.837
United States,North America,2007,Buildings,N2O,70.495
Mexico,North America,2015,Agriculture,N2O,22.169
Canada,North America,2012,Agriculture,N2O,20.397
United States,North America,2000,Manufacturing,Co2,123.526
United Kingdom,Europe,2020,Transport,Co2,49.551
Australia,Oceania,2012,Agriculture,Hfcs,3.156
Brazil,South America,2020,Buildings,N2O,1.019
India,Asia,2011,Waste,N2O,56.079
South Africa,Africa,2017,Land Use,Co2,4.273
Japan,Asia,2005,Buildings,Ch4,16.77
Canada,North America,2010,Transport,Sf6,1.91
Indonesia,Asia,2015,Land Use,Hfcs,9.526
Germany,Europe,2001,Energy,N2O,12.622
Brazil,South America,2007,Manufacturing,Co2,43.25
South Africa,Africa,2005,Agriculture,Ch4,36.327
United Kingdom,Europe,2018,Land Use,Sf6,0.1
Germany,Europe,2000,Industrial Processes,Co2,7.107
India,Asia,2021,Waste,Sf6,4.854
Australia,Oceania,2012,Manufacturing,Ch4,5.253
Mexico,North America,2011,Transport,Ch4,6.365
United States,North America,2022,Manufacturing,N2O,57.353
Mexico,North America,2003,Agriculture,Ch4,35.247
Germany,Europe,2006,Waste,Hfcs,0.301
Japan,Asia,2010,Agriculture,Hfcs,1.771
South Korea,Asia,2015,Energy,Ch4,61.218
Russia,Europe,2009,Manufacturing,Co2,123.526
Canada,North America,2015,Energy,Hfcs,7.542
India,Asia,2019,Agriculture,Co2,123.526
Canada,North America,2016,Waste,Sf6,0.274
Germany,Europe,2019,Waste,N2O,3.924
Indonesia,Asia,2005,Transport,Ch4,5.164
United States,North America,2008,Industrial Processes,Sf6,7.721
France,Europe,2010,Manufacturing,,7.128
South Africa,Africa,2023,Agriculture,Hfcs,3.026
Japan,Asia,2009,Energy,N2O,19.674
Indonesia,Asia,2023,Industrial Processes,Hfcs,3.401
United Kingdom,Europe,2011,Agriculture,N2O,10.879
United States,North America,2004,Manufacturing,Co2,123.526
Germany,Europe,2017,Transport,Sf6,1.077
Russia,Europe,2015,Waste,Co2,11.696
,Europe,2022,Waste,Sf6,7.128
Canada,North America,2009,Transport,Ch4,9.001
Mexico,North America,2008,Industrial Processes,Co2,2.398
South Africa,Africa,2022,Industrial Processes,Co2,2.383
Brazil,South America,2014,Manufacturing,Ch4,6.67
Indonesia,Asia,2011,,Sf6,7.128
Canada,North America,2006,Buildings,N2O,8.672
South Africa,Africa,2023,Energy,Ch4,54.08
India,Asia,2014,Waste,Co2,63.735
Russia,Europe,2000,Buildings,Sf6,1.405
China,Asia,2014,Agriculture,Co2,123.526
United States,North America,2012,Transport,Hfcs,63.802
Russia,Europe,2013,Agriculture,Sf6,2.011
Mexico,North America,2016,Agriculture,Hfcs,3.107
Mexico,North America,2016,Industrial Processes,Hfcs,1.5
Australia,Oceania,2016,Agriculture,Co2,8.276
Indonesia,Asia,2001,Transport,Sf6,1.251
Canada,North America,2002,Industrial Processes,N2O,1.513
Russia,Europe,2008,Waste,Ch4,33.692
South Africa,Africa,2018,Agriculture,Hfcs,3.089
Germany,Europe,2013,Buildings,Hfcs,12.186
Australia,Oceania,2014,Waste,Sf6,0.213
South Korea,Asia,2004,Transport,Co2,97.154
Russia,Europe,2016,Manufacturing,Sf6,15.954
Mexico,North America,2010,Industrial Processes,Hfcs,1.231
Brazil,South America,2004,Industrial Processes,Sf6,1.463
India,Asia,2022,Waste,N2O,75.355
Brazil,South America,2000,Buildings,Co2,5.532
Japan,Asia,2004,Industrial Processes,Ch4,0.537
United States,North America,2009,Manufacturing,Hfcs,57.595
Russia,Europe,2009,Buildings,N2O,12.643
South Korea,Asia,2004,Industrial Processes,Ch4,0.707
United Kingdom,Europe,2022,Agriculture,Co2,2.474
Canada,North America,2002,Industrial Processes,Hfcs,3.51
Japan,Asia,2023,Buildings,Ch4,13.787
China,Asia,2016,Agriculture,Co2,123.526
Brazil,South America,2006,Industrial Processes,Sf6,1.499
India,Asia,2008,Manufacturing,Hfcs,80.529
Japan,Asia,2014,Industrial Processes,Co2,4.467
Mexico,North America,2005,Buildings,Sf6,0.428
Canada,North America,2009,Energy,N2O,11.666
Mexico,North America,2018,Buildings,N2O,5.402
Russia,Europe,2016,Energy,Ch4,123.526
Mexico,North America,2004,Agriculture,Sf6,0.676
Germany,Europe,2015,Industrial Processes,Hfcs,2.999
Japan,Asia,2021,Buildings,Co2,55.174
China,Asia,2001,Waste,N2O,98.126
South Africa,Africa,2004,Industrial Processes,N2O,0.486
Indonesia,Asia,2000,Agriculture,N2O,45.973
Canada,North America,2022,Transport,Sf6,1.602
United States,North America,2007,Manufacturing,Hfcs,62.429
Indonesia,Asia,2002,Buildings,Hfcs,1.092
Indonesia,Asia,2021,Land Use,N2O,100.377
United States,North America,2000,Land Use,Ch4,24.748
Russia,Europe,2015,Buildings,Sf6,1.423
South Korea,Asia,2015,Waste,Co2,4.643
China,Asia,2022,Industrial Processes,Sf6,100.505
China,Asia,2004,Transport,Co2,123.526
United Kingdom,Europe,2014,Industrial Processes,Sf6,0.453
Indonesia,Asia,2022,Waste,N2O,12.581
Australia,Oceania,2012,Buildings,Ch4,5.118
Germany,Europe,2018,Land Use,Sf6,0.1
