country,region,year,industry,gas_type,emissions_mt
South Korea,Asia,2012,Buildings,CO2,42.949
Germany,Europe,2020,Manufacturing,CH4,10.469
Japan,Asia,2012,Transport,SF6,2.15
Russia,Europe,2021,Industrial Processes,N2O,1.903
United Kingdom,Europe,2003,Industrial Processes,HFCs,0.992
Australia,Oceania,2023,Waste,CO2,4.392
China,Asia,2006,Agriculture,CO2,122.37
Canada,North America,2012,Industrial Processes,HFCs,3.623
South Africa,Africa,2019,Land Use,HFCs,0.449
Mexico,North America,2019,Energy,CH4,32.569
Australia,Oceania,2020,Industrial Processes,SF6,1.36
Indonesia,Asia,2001,Buildings,HFCs,1.188
Australia,Oceania,2004,Manufacturing,N2O,4.925
Russia,Europe,2013,Transport,N2O,29.071
India,Asia,2020,Transport,SF6,9.044
Mexico,North America,2006,Transport,HFCs,4.946
Australia,Oceania,2015,Manufacturing,CO2,32.563
China,Asia,2010,Land Use,HFCs,22.172
South Korea,Asia,2002,Buildings,CH4,9.291
France,Europe,2010,Land Use,SF6,0.1
Mexico,North America,2018,Waste,N2O,5.346
United Kingdom,Europe,2015,Waste,HFCs,0.1
South Africa,Africa,2017,Agriculture,SF6,0.755
United Kingdom,Europe,2004,Land Use,CO2,1.562
South Africa,Africa,2018,Transport,N2O,6.674
France,Europe,2007,Energy,CH4,17.672
Japan,Asia,2020,Waste,SF6,0.246
Germany,Europe,2004,Energy,N2O,11.529
France,Europe,2011,Agriculture,N2O,19.94
Germany,Europe,2022,Land Use,HFCs,0.205
United States,North America,2009,Agriculture,N2O,133.066
Indonesia,Asia,2000,Waste,SF6,0.429
Canada,North America,2023,Transport,SF6,1.695
South Korea,Asia,2002,Waste,N2O,3.862
United States,North America,2012,Energy,HFCs,50.596
Russia,Europe,2020,Energy,CH4,148.191
Indonesia,Asia,2010,Land Use,HFCs,8.447
Germany,Europe,2011,Land Use,CO2,2.471
Japan,Asia,2002,Manufacturing,SF6,13.732
Mexico,North America,2021,Transport,HFCs,5.742
Germany,Europe,2003,Waste,CO2,6.438
Indonesia,Asia,2020,Agriculture,N2O,69.861
Mexico,North America,2011,Agriculture,HFCs,2.921
Mexico,North America,2015,Manufacturing,HFCs,7.589
South Korea,Asia,2021,Transport,CH4,7.327
India,Asia,2016,Transport,SF6,9.08
Mexico,North America,2014,Industrial Processes,CH4,0.29
Germany,Europe,2010,Industrial Processes,N2O,1.273
Russia,Europe,2019,Waste,CH4,35.848
South Korea,Asia,2017,Agriculture,CO2,3.956
Mexico,North America,2013,Agriculture,N2O,23.823
India,Asia,2013,Transport,CH4,36.841
Canada,North America,2002,Buildings,CH4,13.409
Canada,North America,2014,Buildings,N2O,8.088
Brazil,South America,2019,Energy,CO2,126.145
Brazil,South America,2001,Energy,N2O,7.867
Russia,Europe,2019,Manufacturing,N2O,34.06
Mexico,North America,2020,Agriculture,CO2,7.665
Indonesia,Asia,2005,Agriculture,HFCs,6.491
Russia,Europe,2007,Agriculture,N2O,55.55
United States,North America,2006,Buildings,HFCs,110.107
United Kingdom,Europe,2016,Industrial Processes,HFCs,0.734
Germany,Europe,2008,Transport,CH4,6.523
China,Asia,2013,Buildings,SF6,13.572
United States,North America,2006,Energy,SF6,36.087
South Korea,Asia,2002,Energy,SF6,4.807
Australia,Oceania,2000,Agriculture,CH4,43.386
Mexico,North America,2019,Agriculture,CO2,8.416
India,Asia,2017,Industrial Processes,N2O,13.087
South Africa,Africa,2016,Transport,N2O,6.02
South Korea,Asia,2001,Industrial Processes,SF6,1.883
Indonesia,Asia,2014,Manufacturing,N2O,9.583
Indonesia,Asia,2009,Energy,HFCs,9.072
Canada,North America,2000,Industrial Processes,HFCs,4.05
Mexico,North America,2005,Energy,HFCs,4.33
China,Asia,2021,Industrial Processes,N2O,72.905
Indonesia,Asia,2006,Land Use,CO2,77.999
China,Asia,2004,Industrial Processes,,18.182
South Africa,Africa,2018,Manufacturing,CH4,7.139
Russia,Europe,2012,Buildings,HFCs,18.179
Germany,Europe,2013,Manufacturing,SF6,6.158
South Africa,Africa,2007,Land Use,CO2,
Indonesia,Asia,2017,Transport,HFCs,5.704
Russia,Europe,2002,Industrial Processes,N2O,1.928
Germany,Europe,2001,Waste,HFCs,0.317
India,Asia,2016,Agriculture,CH4,710.963
United States,North America,2019,Industrial Processes,CO2,23.383
Brazil,South America,2018,Manufacturing,CH4,7.122
Mexico,North America,2001,Land Use,N2O,4.919
South Africa,Africa,2004,Industrial Processes,HFCs,1.246
South Africa,Africa,2022,Manufacturing,HFCs,7.346
Japan,Asia,2023,Energy,CH4,71.828
Brazil,South America,2017,Energy,HFCs,5.149
Japan,Asia,2004,Transport,SF6,2.26
Canada,North America,2006,Energy,SF6,4.93
Canada,North America,2002,Agriculture,SF6,
Brazil,South America,2017,Industrial Processes,SF6,1.454
Germany,Europe,2021,Land Use,CH4,1.081
Germany,Europe,2008,Energy,HFCs,6.008
Canada,North America,2014,Agriculture,HFCs,2.793
South Korea,Asia,2009,Manufacturing,N2O,18.73
France,Europe,2008,Waste,HFCs,
India,Asia,2019,Energy,N2O,86.888
Mexico,North America,2011,Buildings,CO2,27.912
India,Asia,2014,Waste,HFCs,3.588
Canada,North America,2022,Buildings,SF6,0.808
United States,North America,2013,Land Use,CO2,44.23
Germany,Europe,2011,Land Use,SF6,
Indonesia,Asia,2010,Land Use,CO2,88.393
France,Europe,2015,Transport,N2O,9.148
Japan,Asia,2013,Industrial Processes,CH4,0.486
Brazil,South America,2021,Industrial Processes,SF6,1.646
Brazil,South America,2005,Agriculture,N2O,88.407
United States,North America,2007,Energy,SF6,37.286
South Korea,Asia,2004,Agriculture,HFCs,1.335
South Korea,Asia,2023,Energy,SF6,6.358
Mexico,North America,2008,Waste,CO2,4.945
Germany,Europe,2007,Energy,CH4,41.84
Indonesia,Asia,2022,Agriculture,CH4,144.641
Japan,Asia,2004,Industrial Processes,CO2,5.473
Mexico,North America,2015,Agriculture,CO2,7.418
United Kingdom,Europe,2010,Industrial Processes,HFCs,0.882
United States,North America,2022,Industrial Processes,CH4,2.44
Australia,Oceania,2001,Agriculture,SF6,0.804
Japan,Asia,2011,Buildings,N2O,10.605
China,Asia,2006,Agriculture,SF6,11.984
,Oceania,2018,Waste,N2O,3.592
Germany,Europe,2016.0,Land Use,CH4,1.153
Mexico,North America,2003,Agriculture,CO2,6.669
Japan,Asia,2008,Industrial Processes,SF6,1.563
Indonesia,Asia,2011,Industrial Processes,SF6,1.528
Indonesia,Asia,2009,Buildings,SF6,0.1
China,Asia,2018,industrial processes,SF6,95.371
Japan,Asia,2017,Energy,CH4,
China,Asia,2016,Agriculture,SF6,185.25
Japan,Asia,2012,Manufacturing,N2O,23.227
France,Europe,2001,Transport,SF6,1.31
Brazil,South America,2001,Agriculture,N2O,85.839
,Asia,2012,Transport,HFCs,7.769
Russia,Europe,2000,Agriculture,N2O,62.603
Russia,Europe,2013,Energy,CH4,161.886
Japan,Asia,2020,Industrial Processes,CH4,0.444
United States,North America,2011,Buildings,CO2,406.693
Russia,Europe,2004,Energy,SF6,18.462
India,Asia,2022,Land Use,CO2,89.25
Mexico,North America,2016,Land Use,CH4,3.131
China,Asia,2008,Transport,HFCs,81.058
South Africa,Africa,2013,Industrial Processes,CH4,0.273
China,Asia,2006,Agriculture,HFCs,49.13
Mexico,North America,2015,Industrial Processes,CO2,2.517
Brazil,South America,2009,Industrial Processes,SF6,1.437
Japan,Asia,2013,Energy,HFCs,13.291
South Korea,Asia,2021,Buildings,HFCs,13.267
Australia,Oceania,2021,Transport,SF6,0.955
Germany,Europe,2013,Manufacturing,N2O,12.972
Brazil,South America,2006,Buildings,N2O,0.998
Japan,Asia,2007,Agriculture,N2O,13.941
Australia,Oceania,2008,Manufacturing,SF6,2.472
Japan,Asia,2014,Manufacturing,N2O,21.731
Russia,Europe,2003,Manufacturing,SF6,18.648
Russia,Europe,2003,Waste,SF6,0.607
South Korea,Asia,2005,Waste,HFCs,0.207
India,Asia,2017,Industrial Processes,CH4,6.75
Mexico,North America,2007,Manufacturing,CH4,6.834
Australia,Oceania,2015,Energy,SF6,4.117
United States,North America,2004,Agriculture,CH4,285.109
Russia,Europe,2003,Manufacturing,HFCs,33.213
Russia,Europe,2001,Waste,CO2,11.203
Russia,Europe,2019,Manufacturing,SF6,18.118
United Kingdom,Europe,2016,Industrial Processes,CO2,1.346
Indonesia,Asia,2009,Transport,CO2,84.548
South Africa,Africa,2014,Waste,HFCs,0.239
South Korea,Asia,2019,Transport,SF6,1.443
India,Asia,2018,Buildings,HFCs,84.246
South Africa,Africa,2005,Waste,SF6,0.26
Japan,Asia,2014,Manufacturing,HFCs,23.4
South Korea,Asia,2008,Waste,N2O,3.782
United States,North America,2010,Energy,N2O,88.529
Canada,North America,2011,Buildings,CO2,
South Korea,Asia,2009,Agriculture,CH4,18.215
Japan,Asia,2018,Agriculture,HFCs,1.618
Russia,Europe,2015,Energy,CH4,174.067
South Africa,Africa,2014,Agriculture,HFCs,3.008
Brazil,South America,2012,Manufacturing,CO2,45.418
France,Europe,2002,Energy,HFCs,3.124
France,Europe,2004,Land Use,N2O,1.38
Mexico,North America,2003,Waste,CH4,14.501
Japan,Asia,2007,Land Use,N2O,0.1
Brazil,South America,2004,Buildings,CO2,5.496
France,Europe,2008,Industrial Processes,N2O,0.363
Australia,Oceania,2010,Agriculture,N2O,22.685
United Kingdom,Europe,2005,Industrial Processes,SF6,0.624
Russia,Europe,2000,Energy,CO2,613.022
Brazil,South America,2001,Industrial Processes,SF6,1.389
Russia,Europe,2012,Buildings,CH4,20.037
South Africa,Africa,2002,Land Use,CH4,1.951
United States,North America,2008,Buildings,N2O,66.815
South Africa,Africa,2008,Buildings,CO2,12.939
Japan,Asia,2003,Industrial Processes,N2O,1.182
Japan,Asia,2000,Industrial Processes,CH4,
France,Europe,2010,Agriculture,HFCs,2.59
South Korea,Asia,2019,Agriculture,CO2,4.432
Australia,Oceania,2015,Waste,CO2,3.821
Japan,Asia,2023,Energy,CO2,238.435
Australia,Oceania,2002,Energy,SF6,4.251
France,Europe,2004,Buildings,N2O,6.725
China,Asia,2023,Buildings,N2O,201.954
Indonesia,Asia,2008,Manufacturing,CH4,7.838
Russia,Europe,2008,Industrial Processes,CO2,8.413
,Europe,2009,Manufacturing,N2O,31.389
France,Europe,2010,Land Use,CH4,0.713
France,Europe,2004,Land Use,CH4,0.794
China,Asia,2004,Manufacturing,CH4,301.399
China,Asia,2010,Industrial Processes,CO2,206.259
Canada,North America,2017,Agriculture,CO2,6.804
Canada,North America,2008,Transport,SF6,1.798
China,Asia,2007,Waste,HFCs,6.89
United States,North America,2015,Transport,CO2,1141.814
Germany,Europe,2003,Energy,SF6,4.164
Canada,North America,2000,Transport,N2O,17.519
India,Asia,2005,Manufacturing,CO2,516.726
Indonesia,Asia,2016,Industrial Processes,N2O,1.123
Mexico,North America,2007,Agriculture,CO2,7.456
Australia,Oceania,2007,Land Use,CH4,3.2
South Korea,Asia,2017,Land Use,CH4,1.564
Japan,Asia,2004,Manufacturing,N2O,23.972
South Korea,Asia,2018,Agriculture,CO2,4.214
Indonesia,Asia,2020,Transport,CO2,122.468
China,Asia,2014,Industrial Processes,CO2,232.802
Canada,North America,2016.0,Land Use,HFCs,0.557
South Korea,Asia,2002,Agriculture,HFCs,1.302
Canada,North America,2008,Land Use,N2O,5.143
Canada,North America,2002,Land Use,CO2,6.35
Germany,Europe,2019,Waste,CO2,4.487
Mexico,North America,2009,Industrial Processes,CH4,0.252
Japan,Asia,2013,Agriculture,N2O,11.495
United Kingdom,Europe,2004,Industrial Processes,HFCs,1.003
Japan,Asia,2013,Land Use,CH4,0.1
Indonesia,Asia,2023.0,Energy,HFCs,14.187
India,Asia,2017,Buildings,HFCs,84.336
Australia,Oceania,2017,Manufacturing,CH4,5.283
Germany,Europe,2018,Agriculture,N2O,14.388
France,Europe,2011,Agriculture,CO2,6.203
Mexico,North America,2020,Land Use,SF6,0.163
China,Asia,2005,Land Use,CH4,97.373
China,Asia,2004,Manufacturing,SF6,137.751
Australia,Oceania,2006,Transport,SF6,0.853
China,Asia,2018,Manufacturing,N2O,532.109
United Kingdom,Europe,2002,Waste,N2O,2.292
South Africa,Africa,2011,Land Use,SF6,0.101
France,Europe,2001.0,Land Use,,0.161
Germany,Europe,2000,Waste,CO2,6.251
Brazil,South America,2002,Waste,CO2,7.249
France,Europe,2000,Transport,N2O,12.467
Brazil,South America,2007,Manufacturing,N2O,6.651
Australia,Oceania,2015,Buildings,CO2,21.479
South Korea,Asia,2020,Land Use,CO2,3.093
China,Asia,2002,Waste,SF6,5.042
Japan,Asia,2022,Waste,CO2,5.314
Mexico,North America,2010,Industrial Processes,SF6,0.796
United States,North America,2009,Energy,CH4,311.781
Brazil,South America,2004,Manufacturing,CO2,43.85
India,Asia,2001,Industrial Processes,CO2,33.421
Brazil,South America,2018,Manufacturing,CO2,44.472
China,Asia,2018,Industrial Processes,CO2,286.351
South Korea,Asia,2002,Agriculture,N2O,9.641
South Africa,Africa,2005,Transport,N2O,6.04
South Korea,Asia,2009,Buildings,SF6,0.751
China,Asia,2020,Energy,CO2,4421.156
France,Europe,2010,Land Use,CO2,1.437
India,Asia,2004,Transport,CH4,26.34
Japan,Asia,2017,Buildings,CH4,13.607
Brazil,South America,2011,Energy,CO2,127.814
United Kingdom,Europe,2012,Manufacturing,SF6,2.201
China,Asia,2001,Waste,SF6,5.605
Japan,Asia,2014,Transport,N2O,19.849
Australia,Oceania,2017,Buildings,HFCs,5.282
South Africa,Africa,2020,Manufacturing,CO2,47.871
United Kingdom,Europe,2009,Transport,N2O,8.21
Japan,Asia,2022,Energy,N2O,19.623
South Korea,Asia,2023,Agriculture,HFCs,1.715
United Kingdom,Europe,2006,Energy,SF6,2.032
Japan,Asia,2009,Agriculture,CO2,3.999
United States,North America,2018,Energy,CO2,1093.969
China,Asia,2009,Manufacturing,N2O,308.965
United States,North America,2012,Waste,SF6,1.668
Brazil,South America,2005,Energy,CH4,36.129
India,Asia,2017,Energy,HFCs,51.224
Germany,Europe,2008,Buildings,CH4,14.687
Australia,Oceania,2003,Energy,SF6,3.808
South Korea,Asia,2022,Transport,HFCs,5.724
France,Europe,2018,Energy,HFCs,2.009
South Africa,Africa,2008,Energy,HFCs,7.743
Germany,Europe,2016,Waste,CO2,
France,Europe,2015,Industrial Processes,HFCs,0.798
Canada,North America,2008,Transport,HFCs,6.865
Germany,Europe,2009,Land Use,CO2,2.589
Australia,Oceania,2002,Industrial Processes,N2O,0.976
Mexico,North America,2017,Waste,N2O,5.472
Russia,Europe,2005,Agriculture,CH4,116.293
India,Asia,2020,Transport,CH4,42.187
China,Asia,2011,Industrial Processes,N2O,46.582
United States,North America,2009,Transport,SF6,14.422
India,Asia,2009,Energy,HFCs,34.927
Russia,Europe,2021,Agriculture,N2O,58.085
South Africa,Africa,2014,Land Use,HFCs,0.395
Australia,Oceania,2018,Buildings,HFCs,4.979
Brazil,South America,2002,Land Use,HFCs,9.627
Japan,Asia,2018,Industrial Processes,N2O,1.002
China,Asia,2018,Land Use,CH4,173.47
South Africa,Africa,2006,Agriculture,CH4,35.279
India,Asia,2009,Buildings,CO2,253.855
Indonesia,Asia,2017,Industrial Processes,SF6,1.97
China,Asia,2021,Land Use,HFCs,37.365
Brazil,South America,2021,Buildings,CO2,6.228
South Korea,Asia,2013,Energy,CO2,183.712
Japan,Asia,2008,Transport,N2O,20.918
Mexico,North America,2006,Transport,HFCs,4.946
United Kingdom,Europe,2002,Transport,HFCs,4.366
Germany,Europe,2018,Energy,SF6,3.193
United States,North America,2014,Waste,CO2,31.193
China,Asia,2018,Manufacturing,SF6,248.241
Indonesia,Asia,2023,Agriculture,HFCs,10.679
India,Asia,2019,Energy,HFCs,55.428
France,Europe,2014,Buildings,CH4,
France,Europe,2004,Agriculture,CO2,6.877
Japan,Asia,2008,Energy,CH4,93.084
Canada,North America,2006,Buildings,SF6,0.921
Canada,North America,2001,Industrial Processes,CO2,6.486
Indonesia,Asia,2012,Energy,CO2,270.106
Russia,Europe,2015,Industrial Processes,HFCs,4.452
France,Europe,2017,Waste,CO2,1.967
India,Asia,2010,Land Use,SF6,1.534
Indonesia,Asia,2018,Industrial Processes,HFCs,3.205
South Korea,Asia,2012,Energy,HFCs,8.135
China,Asia,2019,Agriculture,HFCs,-82.889
Canada,North America,2019,Industrial Processes,N2O,1.307
Mexico,North America,2008,Buildings,HFCs,6.666
Japan,Asia,2010,Energy,CO2,288.474
South Africa,Africa,2008,Manufacturing,CH4,6.888
China,Asia,2016,Energy,CH4,1091.797
Mexico,North America,2022,Agriculture,SF6,0.831
Australia,Oceania,2008,Manufacturing,N2O,5.26
South Korea,Asia,2019,Land Use,HFCs,0.327
Russia,Europe,2008,Energy,HFCs,27.872
Canada,North America,2014,Transport,HFCs,7.493
Germany,Europe,2011,Waste,SF6,0.268
Japan,Asia,2010,Energy,SF6,9.157
Brazil,South America,2012,Transport,SF6,1.295
China,Asia,2021,Waste,CO2,239.253
Japan,Asia,2017,Industrial Processes,CH4,0.513
Indonesia,Asia,2006,Industrial Processes,SF6,1.368
South Africa,Africa,2011,Industrial Processes,N2O,0.526
Australia,Oceania,2016,Manufacturing,CH4,5.473
Canada,North America,2005,Energy,HFCs,7.761
South Africa,Africa,2023,Buildings,N2O,2.084
United Kingdom,Europe,2011,Manufacturing,CH4,4.729
Mexico,North America,2005,Agriculture,CO2,7.166
United Kingdom,Europe,2004.0,Manufacturing,HFCs,5.601
United States,North America,2000,Energy,N2O,92.089
France,Europe,2000,Industrial Processes,SF6,0.627
France,Europe,2005,Agriculture,N2O,20.491
United Kingdom,Europe,2004,Land Use,N2O,1.313
South Africa,Africa,2012,Transport,HFCs,2.576
Mexico,North America,2022,Agriculture,SF6,0.831
Indonesia,Asia,2005,Manufacturing,N2O,7.408
Russia,Europe,2010,Waste,SF6,0.579
India,Asia,2006,Transport,CH4,30.763
China,Asia,2009,Energy,HFCs,121.291
France,Europe,2013,Land Use,SF6,0.1
Russia,Europe,2021,Energy,HFCs,25.037
India,Asia,2022,Waste,CO2,94.509
Japan,Asia,2008,Agriculture,HFCs,1.608
Russia,Europe,2017,Industrial Processes,N2O,1.916
Germany,Europe,2022,Transport,CH4,5.47
China,Asia,2013,Waste,CH4,468.636
Russia,Europe,2001,Buildings,CO2,80.603
China,Asia,2011,Land Use,CH4,132.415
United States,North America,2017,Energy,CH4,341.404
Indonesia,Asia,2005,Manufacturing,SF6,3.5
Russia,Europe,2011,Manufacturing,HFCs,35.371
South Korea,Asia,2014,Agriculture,CH4,23.703
United States,North America,2005,Agriculture,N2O,157.31
Canada,North America,2006,Buildings,HFCs,12.882
,Oceania,2020,Manufacturing,N2O,5.127
Japan,Asia,2011,Land Use,HFCs,
Brazil,South America,2022,Land Use,N2O,90.03
Brazil,South America,2008,Transport,CO2,106.709
United Kingdom,Europe,2017,Energy,SF6,1.536
Canada,North America,2021,Transport,CO2,149.268
Mexico,North America,2000.0,Manufacturing,N2O,6.765
Indonesia,Asia,2019,Industrial Processes,HFCs,2.946
Russia,Europe,2012,Energy,SF6,18.582
South Korea,Asia,2000,Waste,SF6,0.206
South Korea,Asia,2006,Agriculture,CO2,3.737
Canada,North America,2000,Energy,,
Indonesia,Asia,2023,Energy,N2O,26.338
United States,North America,2011,Agriculture,CO2,46.073
Mexico,North America,2005,Manufacturing,CH4,
Australia,Oceania,2016,Transport,N2O,9.769
Brazil,South America,2022,Waste,CH4,25.047
South Korea,Asia,2004,Land Use,SF6,0.1
France,Europe,2006,Energy,HFCs,2.904
India,Asia,2019,Agriculture,SF6,14.456
China,Asia,2020,Manufacturing,CO2,
Brazil,South America,2018,Buildings,CO2,5.935
Canada,North America,2001,Energy,N2O,12.357
United Kingdom,Europe,2021,Energy,SF6,1.483
Canada,North America,2015,Energy,N2O,12.14
India,Asia,2005,Agriculture,CH4,421.601
United States,North America,2020,Industrial Processes,N2O,4.251
United Kingdom,Europe,2017,Land Use,CH4,0.565
Germany,Europe,2018,Manufacturing,CO2,70.126
Japan,Asia,2009,Land Use,CO2,0.1
Russia,Europe,2006,Energy,N2O,41.103
Canada,North America,2020,Buildings,CO2,43.19
Brazil,South America,2002,Agriculture,HFCs,11.612
Japan,Asia,2014,Transport,CO2,174.863
Mexico,North America,2010,Land Use,SF6,0.168
Germany,Europe,2010,Industrial Processes,CO2,5.96
South Africa,Africa,2000,Waste,N2O,4.557
Russia,Europe,2005,Transport,SF6,2.649
Indonesia,Asia,2023,Transport,CO2,124.812
Indonesia,Asia,2020,Transport,SF6,1.391
India,Asia,2016,Land Use,CO2,76.586
Australia,Oceania,2016,Industrial Processes,N2O,1.011
Japan,Asia,2011,Agriculture,HFCs,1.569
China,Asia,2005,Industrial Processes,N2O,33.722
United States,North America,2014,Agriculture,N2O,145.604
South Africa,Africa,2006,Waste,HFCs,0.266
Australia,Oceania,2000,Industrial Processes,CO2,4.374
Russia,Europe,2013,Agriculture,CO2,18.961
India,Asia,2022,Land Use,CH4,45.925
Mexico,North America,2019,Manufacturing,CO2,50.792
United States,North America,2014,Manufacturing,CO2,381.976
Mexico,North America,2021,Buildings,SF6,0.559
Germany,Europe,2000,Industrial Processes,SF6,2.297
Canada,North America,2017,Industrial Processes,CO2,65.92
Japan,Asia,2012,Buildings,N2O,10.817
South Korea,Asia,2014,Manufacturing,CO2,154.107
France,Europe,2013,Agriculture,CH4,34.382
South Korea,Asia,2021,Transport,HFCs,6.085
United States,North America,2008,Manufacturing,SF6,34.316
Canada,North America,2000,Manufacturing,SF6,4.013
Brazil,South America,2012,Land Use,HFCs,9.981
Japan,Asia,2017,Manufacturing,SF6,10.977
France,Europe,2005,Land Use,SF6,0.1
Indonesia,Asia,2010,Waste,CO2,10.775
United Kingdom,Europe,2018,Waste,CO2,1.694
Canada,North America,2005,Agriculture,SF6,0.784
South Korea,Asia,2001,Transport,CH4,4.937
United Kingdom,Europe,2019,Buildings,SF6,0.503
South Africa,Africa,2021,Agriculture,N2O,22.228
United States,North America,2013,Energy,CO2,1239.364
India,Asia,2021,Land Use,HFCs,8.65
United States,North America,2016,Energy,CH4,317.72
South Africa,Africa,2019,Waste,HFCs,0.243
Japan,Asia,2007,Agriculture,CH4,22.525
Canada,North America,2008,Waste,N2O,5.186
Canada,North America,2002,Energy,SF6,5.142
India,Asia,2010,Transport,SF6,6.416
Mexico,North America,2001,Buildings,N2O,4.674
Australia,Oceania,2011,Transport,HFCs,3.519
Australia,Oceania,2008,Transport,SF6,0.851
Indonesia,Asia,2021,Energy,HFCs,13.617
Russia,Europe,2019,Buildings,CH4,19.839
